variable_nombre,variable_valor,status
"A Piece of Sky, ...",5676,1.0
A Murder in Time,1664,1.0
A Flight of Arrows ...,5553,1.0
A Fierce and Subtle ...,2813,1.0
A Court of Thorns ...,5237,1.0
(Un)Qualified: How God Uses ...,5400,1.0
You Are What You ...,2187,1.0
William Shakespeare's Star Wars: ...,4330,1.0
Tuesday Nights in 1980,2104,1.0
Tracing Numbers on a ...,4160,1.0
Throne of Glass (Throne ...,3507,1.0
Thomas Jefferson and the ...,5964,1.0
Thirteen Reasons Why,5272,1.0
The White Cat and ...,5808,1.0
The Wedding Dress,2412,1.0
The Vacationers,4215,1.0
The Third Wave: An ...,1261,1.0
The Stranger,1744,1.0
The Shadow Hero (The ...,3314,1.0
The Secret (The Secret ...,2737,1.0
The Regional Office Is ...,5136,1.0
The Psychopath Test: A ...,3600,1.0
The Project,1065,1.0
The Power of Now: ...,4354,1.0
The Omnivore's Dilemma: A ...,3821,1.0
The Nerdy Nummies Cookbook: ...,3734,1.0
The Murder of Roger ...,4410,1.0
The Mistake (Off-Campus #2),4329,1.0
The Matchmaker's Playbook (Wingmen ...,5585,1.0
The Love and Lemons ...,3760,1.0
The Long Shadow of ...,1097,1.0
The Kite Runner,4182,1.0
The House by the ...,3695,1.0
The Glittering Court (The ...,4428,1.0
The Girl on the ...,5502,1.0
The Genius of Birds,1724,1.0
The Emerald Mystery,2315,1.0
The Cookies & Cups ...,4125,1.0
The Bridge to Consciousness: ...,3200,1.0
The Artist's Way: A ...,3849,1.0
The Art of War,3334,1.0
The Argonauts,1093,1.0
The 10% Entrepreneur: Live ...,2755,1.0
Suddenly in Love (Lake ...,5599,1.0
Something More Than This,1624,1.0
Soft Apocalypse,2612,1.0
So You've Been Publicly ...,1223,1.0
Shoe Dog: A Memoir ...,2399,1.0
"Shobu Samurai, Project Aryoku ...",2906,1.0
Secrets and Lace (Fatal ...,2027,1.0
Scarlett Epstein Hates It ...,4355,1.0
Romero and Juliet: A ...,3694,1.0
Redeeming Love,2047,1.0
Poses for Artists Volume ...,4106,1.0
Poems That Make Grown ...,1419,1.0
"Nightingale, Sing",3828,1.0
Night Sky with Exit ...,4105,1.0
Mrs. Houdini,3025,1.0
Modern Romance,2826,1.0
Miss Peregrine’s Home for ...,1076,1.0
Louisa: The Extraordinary Life ...,1685,1.0
Little Red,1347,1.0
Library of Souls (Miss ...,4856,1.0
Large Print Heart of ...,1915,1.0
I Had a Nice ...,5736,1.0
Hollow City (Miss Peregrine’s ...,4298,1.0
Grumbles,2216,1.0
Full Moon over Noah’s ...,4943,1.0
Frostbite (Vampire Academy #2),2999,1.0
Follow You Home,2136,1.0
First Steps for New ...,2900,1.0
Finders Keepers (Bill Hodges ...,5353,1.0
"Fables, Vol. 1: Legends ...",4162,1.0
Eureka Trivia 6.0,5459,1.0
Drive: The Surprising Truth ...,3495,1.0
Done Rubbed Out (Reightman ...,3772,1.0
Doing It Over (Most ...,3561,1.0
Deliciously Ella Every Day: ...,4216,1.0
Dark Notes,1919,1.0
Daring Greatly: How the ...,1943,1.0
Close to You,4946,1.0
Chasing Heaven: What Dying ...,3780,1.0
Big Magic: Creative Living ...,3080,1.0
Becoming Wise: An Inquiry ...,2743,1.0
Beauty Restored (Riley Family ...,1111,1.0
Batman: The Long Halloween ...,3650,1.0
Batman: The Dark Knight ...,1538,1.0
Ayumi's Violin,1548,1.0
Anonymous,4682,1.0
Amy Meets the Saints ...,1846,1.0
Amid the Chaos,3658,1.0
Amatus,5054,1.0
Agnostic: A Spirited Manifesto,1251,1.0
Zealot: The Life and ...,2470,1.0
You (You #1),4361,1.0
"Wonder Woman: Earth One, ...",3734,1.0
Wild Swans,1436,1.0
Why the Right Went ...,5265,1.0
Whole Lotta Creativity Going ...,3820,1.0
What's It Like in ...,1960,1.0
"We Are Robin, Vol. ...",5390,1.0
Walt Disney's Alice in ...,1296,1.0
V for Vendetta (V ...,3710,1.0
Until Friday Night (The ...,4631,1.0
Unbroken: A World War ...,4595,1.0
Twenty Yawns,2208,1.0
Through the Woods,2538,1.0
This Is Where It ...,2712,1.0
The Year of Magical ...,4304,1.0
The Wright Brothers,5680,1.0
The White Queen (The ...,2591,1.0
The Wedding Pact (The ...,3261,1.0
The Time Keeper,2788,1.0
The Testament of Mary,5267,1.0
The Star-Touched Queen,4602,1.0
The Songs of the ...,4448,1.0
The Song of Achilles,3740,1.0
The Rosie Project (Don ...,5404,1.0
The Power of Habit: ...,1688,1.0
The Marriage of Opposites,2808,1.0
The Lucifer Effect: Understanding ...,1040,1.0
The Long Haul (Diary ...,4407,1.0
The Loney,2340,1.0
The Literature Book (Big ...,1743,1.0
The Last Mile (Amos ...,5421,1.0
The Immortal Life of ...,4067,1.0
The Hidden Oracle (The ...,5226,1.0
The Help Yourself Cookbook ...,2877,1.0
The Guilty (Will Robie ...,1382,1.0
The First Hostage (J.B. ...,2585,1.0
The Dovekeepers,4878,1.0
The Darkest Lie,3535,1.0
The Bane Chronicles (The ...,4473,1.0
The Bad-Ass Librarians of ...,1577,1.0
The 14th Colony (Cotton ...,3924,1.0
That Darkness (Gardiner and ...,1392,1.0
Tastes Like Fear (DI ...,1069,1.0
Take Me with You,4521,1.0
Swell: A Year of ...,4558,1.0
Superman Vol. 1: Before ...,1189,1.0
Still Life with Bread ...,2641,1.0
Steve Jobs,3950,1.0
Sorting the Beef from ...,4474,1.0
Someone Like You (The ...,5279,1.0
"So Cute It Hurts!!, ...",3543,1.0
Shtum,5584,1.0
See America: A Celebration ...,4887,1.0
salt.,4678,1.0
Robin War,4782,1.0
"Red Hood/Arsenal, Vol. 1: ...",2548,1.0
Rain Fish,2357,1.0
Quarter Life Poetry: Poems ...,5089,1.0
Pet Sematary,1056,1.0
"Overload: How to Unplug, ...",5215,1.0
Once Was a Time,1828,1.0
Old School (Diary of ...,1183,1.0
No Dream Is Too ...,2195,1.0
"Naruto (3-in-1 Edition), Vol. ...",3839,1.0
My Name Is Lucy ...,4156,1.0
My Mrs. Brown,2448,1.0
My Kind of Crazy,4036,1.0
Mr. Mercedes (Bill Hodges ...,2890,1.0
More Than Music (Chasing ...,3761,1.0
Made to Stick: Why ...,3885,1.0
Luis Paints the World,5395,1.0
Luckiest Girl Alive,4983,1.0
Lowriders to the Center ...,5151,1.0
Love Is a Mix ...,1803,1.0
Looking for Lovely: Collecting ...,2914,1.0
Living Leadership by Insight: ...,4691,1.0
Let It Out: A ...,2679,1.0
Lady Midnight (The Dark ...,1628,1.0
"It's All Easy: Healthy, ...",1955,1.0
Island of Dragons (Unwanteds ...,2965,1.0
I Know What I'm ...,2598,1.0
I Am Pilgrim (Pilgrim ...,1060,1.0
Hyperbole and a Half: ...,1475,1.0
"Hush, Hush (Hush, Hush ...",4702,1.0
Hold Your Breath (Search ...,2882,1.0
Hamilton: The Revolution,5879,1.0
Greek Mythic History,1023,1.0
God: The Most Unpleasant ...,3003,1.0
Glory over Everything: Beyond ...,4584,1.0
Feathers: Displays of Brilliant ...,4905,1.0
Far & Away: Places ...,1506,1.0
Every Last Word,4647,1.0
Eligible (The Austen Project ...,2709,1.0
El Deafo,5762,1.0
Eight Hundred Grapes,1439,1.0
Eaternity: More than 150 ...,5175,1.0
"Eat Fat, Get Thin",5407,1.0
Don't Get Caught,5535,1.0
Doctor Sleep (The Shining ...,4012,1.0
Demigods & Magicians: Percy ...,3751,1.0
Dear Mr. Knightley,1121,1.0
Daily Fantasy Sports,3658,1.0
Crazy Love: Overwhelmed by ...,4772,1.0
Cometh the Hour (The ...,2501,1.0
Code Name Verity (Code ...,2213,1.0
Clockwork Angel (The Infernal ...,4414,1.0
City of Glass (The ...,5602,1.0
City of Fallen Angels ...,1123,1.0
City of Bones (The ...,4328,1.0
City of Ashes (The ...,4727,1.0
Cell,2029,1.0
Catching Jordan (Hundred Oaks),5083,1.0
"Carry On, Warrior: Thoughts ...",3185,1.0
Carrie,4623,1.0
Buying In: The Secret ...,3780,1.0
Brain on Fire: My ...,4932,1.0
Batman: Europa,3201,1.0
Barefoot Contessa Back to ...,2801,1.0
Barefoot Contessa at Home: ...,5062,1.0
Balloon Animals,1703,1.0
Art Ops Vol. 1,4880,1.0
Aristotle and Dante Discover ...,5814,1.0
Angels Walking (Angels Walking ...,3420,1.0
Angels & Demons (Robert ...,5148,1.0
All the Light We ...,2987,1.0
Adulthood Is a Myth: ...,1090,1.0
Abstract City,5637,1.0
A Time of Torment ...,4835,1.0
A Study in Scarlet ...,1673,1.0
A Series of Catastrophes ...,5648,1.0
A People's History of ...,4079,1.0
A Man Called Ove,3972,1.0
A Distant Mirror: The ...,1458,1.0
A Brush of Wings ...,5551,1.0
1491: New Revelations of ...,2180,1.0
"The Three Searches, Meaning, ...",1333,1.0
Searching for Meaning in ...,3873,1.0
Rook,3786,1.0
My Kitchen Year: 136 ...,1153,1.0
13 Hours: The Inside ...,2706,1.0
Will You Won't You ...,1386,1.0
Tipping Point for Planet ...,3755,1.0
The Star-Touched Queen,3230,1.0
The Silent Sister (Riley ...,4629,1.0
The Midnight Watch: A ...,2620,1.0
The Lonely City: Adventures ...,3326,1.0
The Gray Rhino: How ...,5915,1.0
The Golden Condom: And ...,3943,1.0
The Epidemic (The Program ...,1444,1.0
The Dinner Party,5654,1.0
The Diary of a ...,5990,1.0
The Children,1188,1.0
Stars Above (The Lunar ...,4805,1.0
Snatched: How A Drug ...,2121,1.0
Raspberry Pi Electronics Projects ...,4967,1.0
Quench Your Own Thirst: ...,4314,1.0
Psycho: Sanitarium (Psycho #1.5),3697,1.0
Poisonous (Max Revere Novels ...,2680,1.0
One with You (Crossfire ...,1571,1.0
No Love Allowed (Dodge ...,5465,1.0
Murder at the 42nd ...,5436,1.0
Most Wanted,3528,1.0
"Love, Lies and Spies",2055,1.0
How to Speak Golf: ...,5832,1.0
Hide Away (Eve Duncan ...,1184,1.0
Furiously Happy: A Funny ...,4146,1.0
Everyday Italian: 125 Simple ...,2010,1.0
Equal Is Unfair: America's ...,5686,1.0
Eleanor & Park,5651,1.0
Dirty (Dive Bar #1),4083,1.0
Can You Keep a ...,4864,1.0
Boar Island (Anna Pigeon ...,5948,1.0
A Paris Apartment,3901,1.0
A la Mode: 120 ...,3877,1.0
Troublemaker: Surviving Hollywood and ...,4839,1.0
The Widow,2726,1.0
The Sleep Revolution: Transforming ...,1168,1.0
The Improbability of Love,5945,1.0
The Art of Startup ...,2100,1.0
Take Me Home Tonight ...,5398,1.0
Sleeping Giants (Themis Files ...,4874,1.0
Setting the World on ...,2115,1.0
Playing with Fire,1371,1.0
Off the Hook (Fishing ...,4767,1.0
Mothering Sunday,1334,1.0
"Mother, Can You Not?",1689,1.0
M Train,2718,1.0
Lilac Girls,1728,1.0
Lies and Other Acts ...,4514,1.0
Lab Girl,4085,1.0
Keep Me Posted,2046,1.0
It Didn't Start with ...,5627,1.0
Grey (Fifty Shades #4),4849,1.0
"Exit, Pursued by a ...",5134,1.0
Daredevils,1634,1.0
Cravings: Recipes for What ...,2050,1.0
Born for This: How ...,2159,1.0
Arena,2136,1.0
Adultery,2088,1.0
A Mother's Reckoning: Living ...,1953,1.0
A Gentleman's Position (Society ...,1475,1.0
11/22/63,4848,1.0
10% Happier: How I ...,2457,1.0
10-Day Green Smoothie Cleanse: ...,4971,1.0
Without Shame,4827,1.0
Watchmen,5805,1.0
Unlimited Intuition Now,5887,1.0
Underlying Notes,1182,1.0
The Shack,2803,1.0
The New Brand You: ...,4405,1.0
The Moosewood Cookbook: Recipes ...,1234,1.0
The Flowers Lied,1668,1.0
The Fabric of the ...,5591,1.0
The Book of Mormon,2457,1.0
The Art and Science ...,5298,1.0
The Alien Club,5440,1.0
Suzie Snowflake: One beautiful ...,5481,1.0
Nap-a-Roo,2508,1.0
NaNo What Now? Finding ...,1041,1.0
Modern Day Fables,4744,1.0
If I Gave You ...,2091,1.0
"Fruits Basket, Vol. 9 ...",3395,1.0
Dress Your Family in ...,4368,1.0
Don't Forget Steven,3323,1.0
Chernobyl 01:23:40: The Incredible ...,3592,1.0
Art and Fear: Observations ...,4863,1.0
A Shard of Ice ...,5663,1.0
A Hero's Curse (The ...,5049,1.0
23 Degrees South: A ...,3579,1.0
Zero to One: Notes ...,3406,1.0
Why Not Me?,1776,1.0
When Breath Becomes Air,3936,1.0
Vagabonding: An Uncommon Guide ...,3694,1.0
The Unlikely Pilgrimage of ...,4362,1.0
The New Drawing on ...,4302,1.0
"The Midnight Assassin: Panic, ...",2845,1.0
The Martian (The Martian ...,4139,1.0
The High Mountains of ...,5115,1.0
The Grownup,3588,1.0
The E-Myth Revisited: Why ...,3691,1.0
South of Sunshine,2893,1.0
Smarter Faster Better: The ...,3889,1.0
Silence in the Dark ...,5833,1.0
Shadows of the Past ...,3967,1.0
Roller Girl,1410,1.0
Rising Strong,2182,1.0
Proofs of God: Classical ...,5421,1.0
Please Kill Me: The ...,3119,1.0
Out of Print: City ...,5364,1.0
My Life Next Door ...,3639,1.0
Miller's Valley,5854,1.0
Man's Search for Meaning,2948,1.0
Love That Boy: What ...,2506,1.0
Living Forward: A Proven ...,1255,1.0
Les Fleurs du Mal,2904,1.0
Left Behind (Left Behind ...,4072,1.0
Kill 'Em and Leave: ...,4505,1.0
Kierkegaard: A Christian Missionary ...,4713,1.0
John Vassos: Industrial Design ...,2022,1.0
I'll Give You the ...,5648,1.0
I Will Find You,4421,1.0
Hystopia: A Novel,2196,1.0
Howl and Other Poems,4045,1.0
History of Beauty,1029,1.0
Heaven is for Real: ...,5286,1.0
Future Shock (Future Shock ...,5565,1.0
Ender's Game (The Ender ...,4364,1.0
Diary of a Citizen ...,2841,1.0
Death by Leisure: A ...,3751,1.0
Brilliant Beacons: A History ...,1145,1.0
Brazen: The Courage to ...,1922,1.0
Between the World and ...,5691,1.0
Being Mortal: Medicine and ...,5506,1.0
A Murder Over a ...,1320,1.0
32 Yolks,5363,1.0
"""Most Blessed of the ...",4448,1.0
You Are a Badass: ...,1208,1.0
Wildlife of New York: ...,2214,1.0
What Happened on Beale ...,2537,1.0
Unreasonable Hope: Finding Faith ...,4633,1.0
Under the Tuscan Sun,3733,1.0
Toddlers Are A**holes: It's ...,2555,1.0
The Year of Living ...,3472,1.0
The Whale,3596,1.0
The Story of Art,4114,1.0
The Origin of Species,1001,1.0
The Great Gatsby,3605,1.0
The Good Girl,4903,1.0
The Glass Castle,1624,1.0
The Faith of Christopher ...,3955,1.0
The Drowning Girls,3567,1.0
The Constant Princess (The ...,1662,1.0
The Bourne Identity (Jason ...,4278,1.0
The Bachelor Girl's Guide ...,5230,1.0
The Art Book,3234,1.0
The 7 Habits of ...,3317,1.0
Team of Rivals: The ...,2012,1.0
Steal Like an Artist: ...,2090,1.0
"Sit, Stay, Love",2090,1.0
Sister Dear,4020,1.0
"Shrunken Treasures: Literary Classics, ...",5287,1.0
"Rich Dad, Poor Dad",5174,1.0
Raymie Nightingale,3441,1.0
Playing from the Heart,3238,1.0
Nightstruck: A Novel,5035,1.0
Naturally Lean: 125 Nourishing ...,1138,1.0
Meternity,4358,1.0
Memoirs of a Geisha,4967,1.0
Like Never Before (Walker ...,2877,1.0
Life of Pi,1322,1.0
Leave This Song Behind: ...,5117,1.0
King's Folly (The Kinsman ...,3961,1.0
John Adams,5743,1.0
How to Cook Everything ...,4601,1.0
How to Be a ...,2825,1.0
Good in Bed (Cannie ...,3705,1.0
"Fruits Basket, Vol. 7 ...",1957,1.0
For the Love: Fighting ...,4513,1.0
Finding God in the ...,4664,1.0
Every Heart a Doorway ...,1216,1.0
Delivering the Truth (Quaker ...,2089,1.0
Counted With the Stars ...,1797,1.0
"Chronicles, Vol. 1",5260,1.0
Blue Like Jazz: Nonreligious ...,2577,1.0
Benjamin Franklin: An American ...,4819,1.0
At The Existentialist Café: ...,2993,1.0
A Summer In Europe,4434,1.0
A Short History of ...,5240,1.0
A Gathering of Shadows ...,4481,1.0
The Sound Of Love,5784,1.0
The Rise and Fall ...,3967,1.0
The Perks of Being ...,5502,1.0
The Mysterious Affair at ...,2480,1.0
The Man Who Mistook ...,5945,1.0
The Makings of a ...,3158,1.0
The Joy of Cooking,4327,1.0
The Invention of Wings,3734,1.0
The Hobbit (Middle-Earth Universe),1780,1.0
The Great Railway Bazaar,3054,1.0
The Golden Compass (His ...,1877,1.0
The God Delusion,4685,1.0
The Girl You Left ...,1579,1.0
The Fellowship of the ...,1027,1.0
The Collected Poems of ...,1542,1.0
The Barefoot Contessa Cookbook,5992,1.0
Tell the Wolves I'm ...,5096,1.0
Ship Leaves Harbor: Essays ...,3060,1.0
Pride and Prejudice,1927,1.0
Musicophilia: Tales of Music ...,4658,1.0
Mere Christianity,4851,1.0
Me Before You (Me ...,1902,1.0
In the Woods (Dublin ...,3838,1.0
In Cold Blood,4998,1.0
How to Stop Worrying ...,4649,1.0
Give It Back,1832,1.0
"Girl, Interrupted",4214,1.0
Fun Home: A Family ...,5659,1.0
"Fruits Basket, Vol. 6 ...",2096,1.0
Deception Point,4032,1.0
"Death Note, Vol. 6: ...",3639,1.0
Catherine the Great: Portrait ...,5855,1.0
Better Homes and Gardens ...,3961,1.0
An Unquiet Mind: A ...,2130,1.0
A Year in Provence ...,5688,1.0
World Without End (The ...,3297,1.0
"Will Grayson, Will Grayson ...",4731,1.0
Why Save the Bankers?: ...,4867,1.0
Where She Went (If ...,4173,1.0
What If?: Serious Scientific ...,5368,1.0
Two Summers,1464,1.0
This Is Your Brain ...,3840,1.0
The Secret Garden,1508,1.0
The Raven King (The ...,3057,1.0
The Raven Boys (The ...,5774,1.0
The Power Greens Cookbook: ...,1105,1.0
The Metamorphosis,2858,1.0
The Mathews Men: Seven ...,4291,1.0
The Little Paris Bookshop,2473,1.0
The Hiding Place,5591,1.0
The Grand Design,1376,1.0
The Firm,4556,1.0
The Fault in Our ...,4722,1.0
The False Prince (The ...,5600,1.0
The Expatriates,4458,1.0
The Dream Thieves (The ...,3450,1.0
The Darkest Corners,1133,1.0
The Crossover,3877,1.0
The 5th Wave (The ...,1183,1.0
Tell the Wind and ...,4551,1.0
Tell Me Three Things,4181,1.0
Talking to Girls About ...,2515,1.0
Siddhartha,3422,1.0
Shiver (The Wolves of ...,1623,1.0
Remember Me?,1148,1.0
Red Dragon (Hannibal Lecter ...,2337,1.0
Peak: Secrets from the ...,1628,1.0
My Mother Was Nuts,3163,1.0
Mexican Today: New and ...,2491,1.0
Maybe Something Beautiful: How ...,2254,1.0
Lola and the Boy ...,2363,1.0
Logan Kade (Fallen Crest ...,1312,1.0
Last One Home (New ...,5998,1.0
Killing Floor (Jack Reacher ...,3149,1.0
Kill the Boy Band,1552,1.0
Isla and the Happily ...,4813,1.0
If I Stay (If ...,3813,1.0
I Know Why the ...,3655,1.0
Harry Potter and the ...,2332,1.0
"Fruits Basket, Vol. 5 ...",1633,1.0
Foundation (Foundation (Publication Order) ...,3242,1.0
Fool Me Once,1696,1.0
Find Her (Detective D.D. ...,2237,1.0
Evicted: Poverty and Profit ...,4227,1.0
Drama,3870,1.0
Dracula the Un-Dead,3563,1.0
Digital Fortress,5800,1.0
"Death Note, Vol. 5: ...",5241,1.0
"Data, A Love Story: ...",3235,1.0
Critique of Pure Reason,2075,1.0
Booked,1749,1.0
"Blue Lily, Lily Blue ...",3413,1.0
Approval Junkie: Adventures in ...,5881,1.0
An Abundance of Katherines,1000,1.0
America's War for the ...,5122,1.0
Alight (The Generations Trilogy ...,5859,1.0
A Girl's Guide to ...,3130,1.0
A Game of Thrones ...,4642,1.0
A Feast for Crows ...,1721,1.0
A Clash of Kings ...,1079,1.0
Vogue Colors A to ...,5235,1.0
The Shining (The Shining ...,2788,1.0
The Pilgrim's Progress,5026,1.0
The Perfect Play (Play ...,5999,1.0
The Passion of Dolssa,2832,1.0
The Jazz of Physics: ...,3871,1.0
The Hunger Games (The ...,2985,1.0
The Hound of the ...,1482,1.0
The Gunning of America: ...,1681,1.0
The Geography of Bliss: ...,2823,1.0
The Demonists (Demonist #1),5211,1.0
The Demon Prince of ...,2788,1.0
The Bone Hunters (Lexy ...,5971,1.0
The Beast (Black Dagger ...,4608,1.0
Some Women,1373,1.0
Shopaholic Ties the Knot ...,4839,1.0
Paper and Fire (The ...,4945,1.0
Outlander (Outlander #1),1967,1.0
Orchestra of Exiles: The ...,1236,1.0
No One Here Gets ...,2002,1.0
Night Shift (Night Shift ...,1275,1.0
Needful Things,4751,1.0
Mockingjay (The Hunger Games ...,2044,1.0
Misery,3479,1.0
Little Women (Little Women ...,2807,1.0
It,2501,1.0
Harry Potter and the ...,1390,1.0
Harry Potter and the ...,2417,1.0
Harry Potter and the ...,3163,1.0
Harry Potter and the ...,4875,1.0
Harry Potter and the ...,1474,1.0
Gone with the Wind,3249,1.0
God Is Not Great: ...,2780,1.0
Girl With a Pearl ...,2677,1.0
"Fruits Basket, Vol. 4 ...",5044,1.0
Far From True (Promise ...,3493,1.0
Dark Lover (Black Dagger ...,1287,1.0
Confessions of a Shopaholic ...,4894,1.0
Changing the Game (Play ...,1338,1.0
Candide,5863,1.0
Can You Keep a ...,2194,1.0
Atlas Shrugged,2658,1.0
Animal Farm,5722,1.0
A Walk to Remember,5643,1.0
A New Earth: Awakening ...,5565,1.0
A History of God: ...,2762,1.0
'Salem's Lot,4956,1.0
Zero History (Blue Ant ...,3477,1.0
Wuthering Heights,1773,1.0
World War Z: An ...,2180,1.0
Wild: From Lost to ...,4602,1.0
"Where'd You Go, Bernadette",1813,1.0
When You Are Engulfed ...,3089,1.0
We the People: The ...,3195,1.0
We Are All Completely ...,2404,1.0
Walk the Edge (Thunder ...,3236,1.0
Voyager (Outlander #3),2107,1.0
Very Good Lives: The ...,5066,1.0
Vegan Vegetarian Omnivore: Dinner ...,1366,1.0
"Unstuffed: Decluttering Your Home, ...",5809,1.0
Under the Banner of ...,3000,1.0
Two Boys Kissing,3274,1.0
Twilight (Twilight #1),4193,1.0
Twenties Girl,4280,1.0
Trespassing Across America: One ...,5351,1.0
Three-Martini Lunch,2321,1.0
"Thinking, Fast and Slow",2114,1.0
The Wild Robot,5607,1.0
The Wicked + The ...,1441,1.0
The Undomestic Goddess,4575,1.0
The Travelers,1577,1.0
The Tipping Point: How ...,1002,1.0
The Thing About Jellyfish,4877,1.0
The Stand,5786,1.0
The Smitten Kitchen Cookbook,2359,1.0
The Silkworm (Cormoran Strike ...,2305,1.0
"The Sandman, Vol. 3: ...",5555,1.0
The Rose & the ...,5864,1.0
The Road to Little ...,2321,1.0
The Rise of Theodore ...,4257,1.0
The Restaurant at the ...,1092,1.0
The Rest Is Noise: ...,3477,1.0
The Red Tent,3566,1.0
The Purpose Driven Life: ...,3719,1.0
The Purest Hook (Second ...,1225,1.0
The Picture of Dorian ...,2970,1.0
The Paris Wife,3680,1.0
The Obsession,4543,1.0
The Nightingale,2626,1.0
The New Guy (and ...,4492,1.0
The Nanny Diaries (Nanny ...,5253,1.0
